Sensitivity block,Draw,Objective value,Solver converged,Initial top policy,Cumulative top policy,Affordability-oriented cumulative effort share,All seven final shortfalls below initial,Final mean remaining shortfall,Final affordability mean shortfall,Final nutrition mean shortfall,Final environmental mean shortfall,Environmental policy cumulative effort
Interaction matrix,42,96.55114075267903,True,Social protection policy,Infrastructure investment,0.8124233312303138,True,0.046686908865336815,0.10281874608691055,0.049644152624812476,0.01094128231695582,3.777246495343877
Interaction matrix,43,95.35235912364587,True,Social protection policy,Infrastructure investment,0.8214858768857781,True,0.05075939924423077,0.10169905235143506,0.06199331036993927,0.013965534633433349,3.6401459189057888
Interaction matrix,44,93.99579710653926,True,Social protection policy,Infrastructure investment,0.8197647271979122,True,0.045546697640606384,0.10383728436044726,0.039866356729214125,0.015709800652460984,3.5590116160818437
Interaction matrix,45,100.48186182581004,True,Social protection policy,Infrastructure investment,0.8134928422169462,True,0.04789003768463801,0.09888051008269427,0.06205823052865278,0.00667639128488598,3.9690699365490176
Interaction matrix,46,95.66845503038894,True,Social protection policy,Infrastructure investment,0.8111411915019436,True,0.04253016262786406,0.10341334988475914,0.035331383912189374,0.010110835400575696,3.814444239617957
Interaction matrix,47,100.33256898689905,True,Social protection policy,Infrastructure investment,0.8176332913114475,True,0.04881905884390582,0.09914379549861252,0.06261681926852425,0.00910609118653359,3.8594031211770257
Interaction matrix,48,97.29286368525658,True,Social protection policy,Infrastructure investment,0.8202294301865928,True,0.046674161620469855,0.10069840578715872,0.05082083395866255,0.011840325925823236,3.7368440210488703
Interaction matrix,49,98.31521545604855,True,Social protection policy,Infrastructure investment,0.820996069937091,True,0.0453546818874189,0.09942965932445558,0.048871072850177555,0.010440654431333032,3.7996727970501913
Interaction matrix,50,94.53472392530142,True,Social protection policy,Infrastructure investment,0.8166858931087673,True,0.05035401268623518,0.10283739859204921,0.05924482142948406,0.014156824380289881,3.6313723181768287
Interaction matrix,51,100.45641979231775,True,Social protection policy,Infrastructure investment,0.8079488480965761,True,0.04393710445412521,0.10018648299394095,0.047349462152177835,0.006243920443319437,3.988936333780367
Interaction matrix,52,100.40354767279541,True,Social protection policy,Social protection policy,0.8226064612272533,True,0.048578398705871696,0.09743659740487665,0.062319423665157636,0.01026837440051663,3.807396011172086
Interaction matrix,53,96.88092129695744,True,Social protection policy,Infrastructure investment,0.8155107104586033,True,0.04654505966439536,0.10152160954661305,0.050931766143396895,0.01045433313537382,3.7990557993714202
Interaction matrix,54,98.80671584946899,True,Social protection policy,Infrastructure investment,0.8113304268788797,True,0.04334614283793042,0.10183952125884288,0.04226566061827597,0.0076063180556376064,3.9267228327177808
Interaction matrix,55,101.8748663508364,True,Social protection policy,Social protection policy,0.8193559007937051,True,0.04382255414049514,0.09747311387089053,0.04917680950693426,0.0067290161139082205,3.966630537013231
Interaction matrix,56,93.03498047045551,True,Social protection policy,Infrastructure investment,0.8177202532129577,True,0.048177602881680937,0.10409744643123797,0.04794376074692597,0.016580402907719352,3.5177317620757136
Interaction matrix,57,96.70492997962855,True,Social protection policy,Infrastructure investment,0.8180314461909168,True,0.049088768834400644,0.10112829730602535,0.05837194642589649,0.0123104471884804,3.7155969191303377
Interaction matrix,58,99.46712754984334,True,Social protection policy,Social protection policy,0.8261834341938938,True,0.047970097325836215,0.09772392401499808,0.05886385737318389,0.011307559252244775,3.760802303912923
Interaction matrix,59,93.67141671474587,True,Social protection policy,Infrastructure investment,0.813202353070201,True,0.046661064178415305,0.10478783095966704,0.04547993315175303,0.0130459605130335,3.682225269255762
Interaction matrix,60,96.03045127902907,True,Social protection policy,Infrastructure investment,0.8192045655244411,True,0.04597876753095815,0.10231708921263616,0.04571940930792151,0.012889187837795857,3.689348268183531
Interaction matrix,61,100.4518904642171,True,Social protection policy,Infrastructure investment,0.8209360366046016,True,0.048395322255329117,0.09871542927643562,0.060574931704307056,0.010093266912909252,3.815244912424001
Interaction matrix,62,94.98118148627427,True,Social protection policy,Infrastructure investment,0.816779135988249,True,0.048386710565026476,0.10262402501347445,0.05289151195281838,0.013837950011299852,3.646019308827492
Interaction matrix,63,98.39804586663402,True,Social protection policy,Infrastructure investment,0.8169314702038633,True,0.04340191946034089,0.10102986285481075,0.04097154480288023,0.009905310453502125,3.823639395843295
Interaction matrix,64,95.00026271980539,True,Social protection policy,Infrastructure investment,0.8161238237147962,True,0.04469719787382569,0.10311731580062633,0.03978893167665021,0.013533945081113372,3.659947852646843
Interaction matrix,65,96.31787928224846,True,Social protection policy,Infrastructure investment,0.8097336844282892,True,0.04475306978520694,0.10298983637753645,0.04374881509708661,0.009897092773601249,3.823998957614782
Interaction matrix,66,96.03020115925122,True,Social protection policy,Infrastructure investment,0.8203323354323057,True,0.04781605894914663,0.10189333348012852,0.051271336898885744,0.014191535942998948,3.629746543106493
Interaction matrix,67,100.68891573903207,True,Social protection policy,Infrastructure investment,0.8119568268370814,True,0.0463124931383477,0.09946662193415012,0.05714507032263305,0.005482033727433763,4.024389065651741
Interaction matrix,68,94.387978573087,True,Social protection policy,Infrastructure investment,0.8145907394339341,True,0.045268562963375225,0.10379552165303918,0.04180784101883417,0.01283660769993994,3.6917478140123228
Interaction matrix,69,94.94887994860564,True,Social protection policy,Infrastructure investment,0.8165729729123616,True,0.04859839081810369,0.10185717913915016,0.055434897387728665,0.012802291336484084,3.6933002779010766
Interaction matrix,70,100.12192254967452,True,Social protection policy,Infrastructure investment,0.8156825204860371,True,0.04507069938379097,0.09981470715526508,0.04920303864103248,0.008729702046970836,3.8762648247173632
Interaction matrix,71,95.15833920800732,True,Social protection policy,Infrastructure investment,0.8230201005242146,True,0.047767951135708454,0.10162689140856984,0.050236766552117285,0.015324171014292454,3.577181709066641
Interaction matrix,72,94.35776517139871,True,Social protection policy,Infrastructure investment,0.8135280433585884,True,0.045489196735445124,0.10382790539481845,0.04150065052518026,0.013883632654059244,3.643921484013723
Interaction matrix,73,94.82894515171185,True,Social protection policy,Infrastructure investment,0.8151375053001059,True,0.047016474274563236,0.10322940986036544,0.04882305497203221,0.01250519512857369,3.706784543462171
Interaction matrix,74,95.69539347688601,True,Social protection policy,Infrastructure investment,0.8196251993323008,True,0.048649274230029994,0.10291673144064573,0.053205590011663584,0.014150138352795646,3.6316526466019976
Interaction matrix,75,94.62296839793851,True,Social protection policy,Infrastructure investment,0.8195648714989179,True,0.048331725771604654,0.10312712615771247,0.05217656129924941,0.013857352743654391,3.645119432401052
Interaction matrix,76,96.04562855998945,True,Social protection policy,Infrastructure investment,0.8193703448990471,True,0.04530825342017841,0.10193308039330906,0.04261558091922635,0.014030225658089021,3.6371477261067184
Interaction matrix,77,97.66000771975241,True,Social protection policy,Infrastructure investment,0.8041573883671215,True,0.043837335855444984,0.10269906171380816,0.042934970571758435,0.0077966432084908555,3.91821095100145
Interaction matrix,78,98.3990792874481,True,Social protection policy,Infrastructure investment,0.8147159090971743,True,0.04329267149878045,0.10177982495958571,0.03959327827853254,0.010151247007613315,3.812650636072891
Interaction matrix,79,95.10624150894603,True,Social protection policy,Infrastructure investment,0.8203122114916883,True,0.04754719868717304,0.10272558058276426,0.04890246029248502,0.014787154529856343,3.6021768770379228
Interaction matrix,80,95.59915567476156,True,Social protection policy,Infrastructure investment,0.8099891236984843,True,0.04446482717410278,0.10368695937126693,0.04106383554672033,0.01087610019137246,3.780169317023958
Interaction matrix,81,98.2702029662563,True,Social protection policy,Infrastructure investment,0.813602263741768,True,0.04588118962103608,0.10062121174589722,0.050231549574200285,0.009731402353528762,3.8314312391156253
Interaction matrix,82,95.05838424505264,True,Social protection policy,Infrastructure investment,0.8158683788336144,True,0.046744079979076224,0.10259347268652597,0.048990502004033654,0.01202030523620716,3.7287074146183685
Interaction matrix,83,99.66740427176413,True,Social protection policy,Social protection policy,0.8275974301895833,True,0.04856768289566303,0.09878563928751649,0.0579948011736926,0.013206449673611509,3.674913970972873
Interaction matrix,84,98.86691617224281,True,Social protection policy,Infrastructure investment,0.8179003155947682,True,0.04496560938310734,0.09920174012867233,0.04827731799255397,0.009900574719649405,3.8238387885452823
Interaction matrix,85,94.8817420862876,True,Social protection policy,Infrastructure investment,0.8204390402271627,True,0.044565480785718606,0.10349810027698203,0.03747036527032577,0.015010717202707323,3.5917604810738304
Interaction matrix,86,95.61989339859284,True,Social protection policy,Infrastructure investment,0.8218283675151413,True,0.048776707785889474,0.10135370049084547,0.05442236642799558,0.014942410331772099,3.5949771524622736
Interaction matrix,87,93.12161940352472,True,Social protection policy,Infrastructure investment,0.8204884919602865,True,0.04894391195748709,0.1044789911683831,0.05001626926378033,0.016808431419041384,3.506809403766876
Interaction matrix,88,100.04316550450055,True,Social protection policy,Infrastructure investment,0.8185623822739647,True,0.04559464748847931,0.09946723575122496,0.050656284696686815,0.009457745761765807,3.843674729279238
Interaction matrix,89,96.39321990284402,True,Social protection policy,Infrastructure investment,0.819076688704344,True,0.04903277387673399,0.10097460718717521,0.05839901047796181,0.01224109090343195,3.7187375900256434
Interaction matrix,90,98.8238377426631,True,Social protection policy,Social protection policy,0.827635937475095,True,0.04981525929319519,0.09862095207383048,0.06284388868861779,0.012888566763734899,3.6894052685863956
Interaction matrix,91,94.1050734615185,True,Social protection policy,Infrastructure investment,0.8107507491714148,True,0.04789689313545065,0.10419690915126667,0.05127503384705456,0.012167182975756016,3.722078008628185
Interaction matrix,92,98.92001891768108,True,Social protection policy,Social protection policy,0.8205662067197691,True,0.04540308216179144,0.1000027216176479,0.04923189086143953,0.009676175087182617,3.833901260898798
Interaction matrix,93,98.14062075154837,True,Social protection policy,Infrastructure investment,0.815902795972804,True,0.047876551613098485,0.10054571220396624,0.05860911155662807,0.008413106885250363,3.8904627519177826
Interaction matrix,94,94.945366588864,True,Social protection policy,Infrastructure investment,0.8112457003060711,True,0.04700491669177572,0.10342118652498122,0.049814069418971874,0.011281952477261936,3.7619569637364054
Interaction matrix,95,94.30398785930244,True,Social protection policy,Infrastructure investment,0.8141452732284709,True,0.04097015172074582,0.10396968962579567,0.026954818359260224,0.012471023037554492,3.7083366734192484
Interaction matrix,96,96.81191031410522,True,Social protection policy,Infrastructure investment,0.8159223975686883,True,0.042533306050548655,0.10169035080944566,0.03668390765283169,0.010492312714642932,3.797372954119291
Interaction matrix,97,94.35369389690356,True,Social protection policy,Infrastructure investment,0.824947571960418,True,0.046135660017471894,0.10255810507141039,0.042432441641711005,0.016484263348030236,3.522327565270562
Interaction matrix,98,94.94414996707657,True,Social protection policy,Infrastructure investment,0.8179957807628727,True,0.049701595429462495,0.10246725539949675,0.058311383342367185,0.013176945261254791,3.6762599610044053
Interaction matrix,99,92.71556242100694,True,Social protection policy,Infrastructure investment,0.8158781373166168,True,0.04719237366377479,0.10506555693838959,0.044602270504690344,0.01550548038013183,3.5686222690426663
Interaction matrix,100,96.58956415567796,True,Social protection policy,Infrastructure investment,0.8200994511428796,True,0.04878055888613116,0.10065894927047403,0.058427045288258705,0.011645961542726332,3.745573233301393
Persistence parameters,1,99.9684653843492,True,Social protection policy,Infrastructure investment,0.7912949146637015,True,0.04612954706788267,0.11015293039930762,0.03125707797711108,0.020043406361170635,4.571115767152233
Persistence parameters,2,93.75770731116607,True,Social protection policy,Infrastructure investment,0.8115773964905622,True,0.03801872144477986,0.09693550256375638,0.024650854106900155,0.01147916838607297,3.6651867861727334
Persistence parameters,3,92.95677381562761,True,Social protection policy,Infrastructure investment,0.8331311516155827,True,0.039405207045157965,0.10048163259181575,0.02852648173796507,0.008910110328272047,3.2274638500515715
Persistence parameters,4,89.64824284792766,True,Social protection policy,Social protection policy,0.7865014572032576,True,0.03256029406145266,0.07195824897038178,0.02665103306842609,0.01535174717627645,3.899377792702189
Persistence parameters,5,97.21781810183654,True,Social protection policy,Social protection policy,0.8233600687678223,True,0.06389616900706566,0.08517786881192713,0.12664094305777063,0.011817779655032043,3.7155974022714746
Persistence parameters,6,97.85178288182337,True,Social protection policy,Infrastructure investment,0.8483551955500531,True,0.04681550680692359,0.11379547502709697,0.04238063894595179,0.007678159851183808,3.224223678116407
Persistence parameters,7,90.45061133615397,True,Social protection policy,Social protection policy,0.8294456006373698,True,0.03510601577607392,0.08634204459641986,0.028771017412742073,0.007757993207096768,3.187927850005425
Persistence parameters,8,95.7956146918522,True,Social protection policy,Social protection policy,0.8115697852371582,True,0.05461191795270222,0.07937005433369543,0.0979297753990277,0.013841883101734648,3.8420257948224323
Persistence parameters,9,90.65931937534698,True,Social protection policy,Social protection policy,0.8403040260449856,True,0.05503436454999642,0.06483136124334071,0.12095262422290443,0.006836290458742317,3.0095023014328692
Persistence parameters,10,97.7810755924644,True,Social protection policy,Infrastructure investment,0.8187542696988206,True,0.04772224415393895,0.10867595481084003,0.04647446414993528,0.01187743557801102,3.793573818824449
Persistence parameters,11,93.18108721722385,True,Social protection policy,Social protection policy,0.801465531208118,True,0.040055984694578335,0.07460941687644929,0.05272770680573913,0.012858822748835777,3.8602076473003573
Persistence parameters,12,89.36419860267483,True,Social protection policy,Social protection policy,0.7884694557442495,True,0.03216043551426231,0.07463362588879546,0.02400199956114424,0.013925898849978385,3.8302806064348425
Persistence parameters,13,93.02095721643944,True,Social protection policy,Social protection policy,0.7838787437278226,True,0.04566106815290221,0.07508418411153017,0.06815902216925385,0.01657053225437373,4.165086750540498
Persistence parameters,14,92.40424562616175,True,Social protection policy,Social protection policy,0.788024262325648,True,0.044283029305434055,0.07851184212045581,0.06168682133022352,0.014791939118339856,4.0159658900492134
Persistence parameters,15,91.10137973130985,True,Social protection policy,Social protection policy,0.8286190383729571,True,0.03166080040600474,0.08052093406532262,0.022256086248471585,0.008035781107222396,3.257641051907651
Persistence parameters,16,93.48548487645544,True,Social protection policy,Infrastructure investment,0.8344366936354961,True,0.04186027713737524,0.10131810741192104,0.0373977601795355,0.007795102389356802,3.185166625005273
Persistence parameters,17,97.44591227767073,True,Social protection policy,Infrastructure investment,0.7987878989907403,True,0.046932065184068575,0.10175896574106358,0.04634453168760677,0.016158730715569683,4.1902534032467145
Persistence parameters,18,97.15689062338939,True,Social protection policy,Infrastructure investment,0.8192077319936969,True,0.04637753829570384,0.10829690103101086,0.04153687667394523,0.012487606330007325,3.808992711788461
Persistence parameters,19,96.11015324821926,True,Social protection policy,Social protection policy,0.8076086401872138,True,0.050585855247236036,0.08828486073198771,0.07485981235853856,0.013905820274799863,3.897163731584488
Persistence parameters,20,99.24313570997396,True,Social protection policy,Infrastructure investment,0.824740615683129,True,0.04742417368059744,0.11668894434398114,0.03768582780170704,0.011609835736402868,3.7794940446666003
Persistence parameters,21,97.17323090735373,True,Social protection policy,Infrastructure investment,0.8230771652124504,True,0.05286114754340321,0.10767370888279282,0.06516573806339943,0.012174569455719,3.597718969487433
Persistence parameters,22,95.99081932754493,True,Social protection policy,Infrastructure investment,0.8381910181321386,True,0.04950092431149143,0.10013828398514102,0.06443448958271192,0.00868046152236708,3.2631027427763866
Persistence parameters,23,94.6838921350365,True,Social protection policy,Infrastructure investment,0.8233329468995739,True,0.04749328907393142,0.11248533576666908,0.043729882550744226,0.010011293441346644,3.41614401669873
Persistence parameters,24,92.59304578746854,True,Social protection policy,Social protection policy,0.8470820843016308,True,0.05060067762826107,0.06965030964567548,0.1004175716601976,0.007034490393040653,2.9626650517241924
Persistence parameters,25,93.48216603890928,True,Social protection policy,Infrastructure investment,0.8436235194196882,True,0.041664948185256526,0.10184074336401794,0.03642824151361973,0.007558333770760171,3.120537901706384
Persistence parameters,26,98.09092286974612,True,Social protection policy,Social protection policy,0.8015860385537377,True,0.058897730272483725,0.08336387946625162,0.10664176162035166,0.01613641486708975,4.207320593687458
Persistence parameters,27,89.63838462079849,True,Social protection policy,Social protection policy,0.8052192487183817,True,0.036524157115091556,0.074826167198707,0.042971847663031415,0.01003653504108204,3.5043824497800173
Persistence parameters,28,97.95868429688798,True,Social protection policy,Social protection policy,0.8044576143636816,True,0.06002206560678295,0.08824525068824213,0.10583533066592743,0.01599664826957077,4.127862792542964
Persistence parameters,29,96.06318398854437,True,Social protection policy,Social protection policy,0.8246154277026148,True,0.05539016542419868,0.07249940823814882,0.10956276366290507,0.011803407083641498,3.6100009101175328
Persistence parameters,30,93.19658923792676,True,Social protection policy,Infrastructure investment,0.8311502853647138,True,0.04754697535937633,0.08726594973271568,0.07079382427560454,0.008354639749496934,3.2407465024538262
Persistence parameters,31,93.92098837937458,True,Social protection policy,Infrastructure investment,0.8016522994258134,True,0.04019116095349941,0.09593643577402533,0.031206917643030685,0.01352570992019192,3.8947254791224055
Persistence parameters,32,99.13792886072804,True,Social protection policy,Social protection policy,0.8177664753560954,True,0.06043790275191695,0.0836591431749073,0.11398438876831918,0.013889127688482814,3.943847658690449
Persistence parameters,33,91.26548445006591,True,Social protection policy,Social protection policy,0.7985225640160835,True,0.03798648540294668,0.07696666165781169,0.04253304734893493,0.013452989903566775,3.7749660764714346
Persistence parameters,34,93.81911432155286,True,Social protection policy,Infrastructure investment,0.8163220830212823,True,0.038503020609529044,0.09319163252225587,0.029898526697156758,0.01167041291393902,3.638679195307035
Persistence parameters,35,94.20723034552296,True,Social protection policy,Social protection policy,0.7665719161545581,True,0.03779893872118543,0.0768996259675142,0.03388656978764859,0.02151008976898619,4.693638242829532
Persistence parameters,36,95.93292358573589,True,Social protection policy,Infrastructure investment,0.7762773311819572,True,0.04032783301451743,0.091492706826024,0.02985754657995615,0.01979716214483085,4.607720711075882
Persistence parameters,37,97.36202866007321,True,Social protection policy,Social protection policy,0.8479606277853667,True,0.06067623101432467,0.0981024136153078,0.10598841541821102,0.00827597951661753,3.1733958585240334
Persistence parameters,38,98.02628645661605,True,Social protection policy,Infrastructure investment,0.8293480340007819,True,0.048829231676772146,0.10906518286989098,0.051346396370613445,0.010490731628198066,3.6034901134917017
Persistence parameters,39,96.00404868811026,True,Social protection policy,Infrastructure investment,0.8032060279715223,True,0.04459302390232096,0.10883274413430444,0.03369124808714896,0.013551591436669938,3.970273835686334
Persistence parameters,40,95.34474131174629,True,Social protection policy,Infrastructure investment,0.8093859940195923,True,0.04188712700636334,0.09810876677982872,0.03446606041531419,0.014030117327128777,3.906609909691192
Persistence parameters,41,99.25539462560673,True,Social protection policy,Infrastructure investment,0.8173084117385209,True,0.04899760003403132,0.12055001440144342,0.03588888868881701,0.015052697028849205,3.962650033192762
Persistence parameters,42,95.83365429763472,True,Social protection policy,Social protection policy,0.8203484254940563,True,0.05177660755233117,0.09276335628986165,0.0774595588424365,0.010995211300860952,3.6261897436985704
Persistence parameters,43,95.22466911593688,True,Social protection policy,Infrastructure investment,0.8260725880945728,True,0.04986666583760235,0.10129889768677969,0.06412499111391079,0.009109441630917772,3.410505375383218
Persistence parameters,44,101.80011905791471,True,Social protection policy,Infrastructure investment,0.7652853218158039,True,0.06291395738199473,0.09436507790896553,0.09954241564239219,0.026291357285623845,5.208248742237855
Persistence parameters,45,97.89355290627005,True,Social protection policy,Social protection policy,0.8316422501418034,True,0.05523630605655323,0.09916016417862861,0.08296791399573566,0.011198993023572044,3.5368783184713997
Persistence parameters,46,96.4235620681854,True,Social protection policy,Infrastructure investment,0.8386569575093866,True,0.05098898681592834,0.11585188846092687,0.05382426021144726,0.008785305183375072,3.281392303309629
Persistence parameters,47,94.30133646121513,True,Social protection policy,Infrastructure investment,0.8167850842249035,True,0.04809024814484081,0.10039303402555444,0.057352942053456535,0.010569892427931854,3.5793945163228615
Persistence parameters,48,91.95498380677617,True,Social protection policy,Infrastructure investment,0.8228911098776875,True,0.0411945035161525,0.08871110659412196,0.045570930831497214,0.009898724880914596,3.3914813490569196
Persistence parameters,49,96.4827166821902,True,Social protection policy,Social protection policy,0.847625743391702,True,0.061239266461893545,0.08768151095276211,0.11860137716735664,0.00805454449650865,3.162164824589503
Persistence parameters,50,91.09968070301105,True,Social protection policy,Infrastructure investment,0.8086439963325568,True,0.03946404154194424,0.09899532851179738,0.027593767962419635,0.011535048922587846,3.5111303106208243
Persistence parameters,51,93.2260274763869,True,Social protection policy,Infrastructure investment,0.8413799183468491,True,0.04367354830546464,0.09998960907434074,0.045118789812226834,0.007749020182558651,3.111213274600752
Persistence parameters,52,93.92529146504226,True,Social protection policy,Social protection policy,0.797189453520817,True,0.04902134970795107,0.08305791258549333,0.075560888656109,0.012955922736226436,3.957013212763081
Persistence parameters,53,96.41120542007427,True,Social protection policy,Social protection policy,0.785632762890581,True,0.057442593773945554,0.0810262178666743,0.10162652681279472,0.01839633352934042,4.399605830549142
Persistence parameters,54,98.86365965809695,True,Social protection policy,Infrastructure investment,0.7990961647695606,True,0.054068083392769174,0.11583234858648417,0.05704863608496036,0.016357307203247573,4.186899668815969
Persistence parameters,55,97.15009336464195,True,Social protection policy,Infrastructure investment,0.8227069458498191,True,0.04508455982043234,0.11632665368921347,0.02904527507306326,0.012424030609236483,3.668719992410697
Persistence parameters,56,95.40016130991253,True,Social protection policy,Social protection policy,0.7862462333878253,True,0.05005999099705162,0.08426602633458036,0.072191018454278,0.018752923700822335,4.2862698614632695
Persistence parameters,57,92.68972735583202,True,Social protection policy,Infrastructure investment,0.8022618055732583,True,0.039921644700993034,0.09123322869525052,0.035111038397209804,0.013381489361015284,3.79294320019686
Persistence parameters,58,97.90366128980452,True,Social protection policy,Infrastructure investment,0.8106137534569439,True,0.051943473019966095,0.10802395867907899,0.06099629949219154,0.012781897398610811,3.961884258693158
Persistence parameters,59,95.32648669941591,True,Social protection policy,Infrastructure investment,0.8340753697206177,True,0.0550947546251907,0.0999266938525194,0.08371959934348161,0.009185347992166436,3.309603394487501
Persistence parameters,60,93.88717253276889,True,Social protection policy,Social protection policy,0.8196834261429149,True,0.05040901820968015,0.07678038857523872,0.08906151452848399,0.010589660630157809,3.543450893143955
Persistence parameters,61,91.80031855209025,True,Social protection policy,Social protection policy,0.8211700809537059,True,0.05166972963518261,0.06689670643260642,0.10394330541115326,0.01000404187937945,3.4081169851528195
Persistence parameters,62,96.63266453510354,True,Social protection policy,Infrastructure investment,0.8061412590431082,True,0.0483256517539119,0.10157197032903664,0.052648664648481946,0.014919146161173083,4.00255693314579
Persistence parameters,63,94.25890695979018,True,Social protection policy,Social protection policy,0.8458113042858596,True,0.04909726504338151,0.09177879731697014,0.07296608057158194,0.007095549763283193,3.026618093058055
Persistence parameters,64,92.89814904541291,True,Social protection policy,Infrastructure investment,0.7962603871313633,True,0.04099615834776488,0.09492960884664592,0.03420195720727687,0.014354988163254284,3.9271937291163903
Persistence parameters,65,96.13329099625832,True,Social protection policy,Social protection policy,0.8288488630053196,True,0.04507575922374802,0.09928951751612003,0.04908409974462247,0.009391540022375577,3.5261970712553294
Persistence parameters,66,93.60656053382374,True,Social protection policy,Social protection policy,0.788834040808907,True,0.038198961374214004,0.07982211108604115,0.03809572373579684,0.015778529987911002,4.110701887065923
Persistence parameters,67,93.01576056165689,True,Social protection policy,Infrastructure investment,0.8444833824252611,True,0.043364483021004895,0.10226885633622473,0.04333070028839675,0.006176133948895643,3.0187206254156904
Persistence parameters,68,95.28924789782906,True,Social protection policy,Infrastructure investment,0.8212784862736283,True,0.044120381877680796,0.10113986576070366,0.0421893098244811,0.011092160986698033,3.556237491549105
Persistence parameters,69,98.46851565086325,True,Social protection policy,Infrastructure investment,0.7559682878567171,True,0.04239931032560142,0.09686941483354261,0.025749633781951498,0.025778537524110884,5.174295131112862
Persistence parameters,70,91.43966291776098,True,Social protection policy,Social protection policy,0.8477770536177877,True,0.039321199779379805,0.08232861508257183,0.04815046110102961,0.0071451230442278885,2.9378637197237563
Persistence parameters,71,102.1652948395004,True,Social protection policy,Infrastructure investment,0.7989677749696665,True,0.05228074510736216,0.12180342786524945,0.04091563811035448,0.020263541900163634,4.55244327696363
Persistence parameters,72,96.17718398557409,True,Social protection policy,Infrastructure investment,0.8260403612795559,True,0.04428279644260806,0.10687762829364589,0.036960547996822246,0.011151611258660078,3.58986704223505
Persistence parameters,73,94.30634441222065,True,Social protection policy,Social protection policy,0.8217595831748942,True,0.04090787265845085,0.08828629505856345,0.042680791938964235,0.01221046730705029,3.6462915085084013
Persistence parameters,74,95.0347194815985,True,Social protection policy,Social protection policy,0.8293117609111579,True,0.05873384359230951,0.08965138407584422,0.1055301490762871,0.010386919420951962,3.414391570088871
Persistence parameters,75,100.08198908418233,True,Social protection policy,Infrastructure investment,0.8208090266050232,True,0.05531120632438747,0.11097319226526925,0.06935958927481645,0.013256440595270452,3.858707026415866
Persistence parameters,76,101.26201583416903,True,Social protection policy,Social protection policy,0.7996647064461488,True,0.06123538169209793,0.09802291913951411,0.09688536529949965,0.01941555148332902,4.450768236124767
Persistence parameters,77,94.74929280584236,True,Social protection policy,Infrastructure investment,0.8340919476610416,True,0.04458716875315827,0.11275803440201948,0.03528076257540502,0.008016293658629423,3.272605182819988
Persistence parameters,78,96.73751066268102,True,Social protection policy,Infrastructure investment,0.7981528635229741,True,0.04904254529363853,0.10418260181919337,0.05232949346213778,0.015136813246403688,4.098579501691362
Persistence parameters,79,97.76049238076416,True,Social protection policy,Infrastructure investment,0.8399264317706527,True,0.05208099905618664,0.10233962962690579,0.07032133705552535,0.009622530014222114,3.340076505366569
Persistence parameters,80,98.08333605350937,True,Social protection policy,Infrastructure investment,0.8155449140309855,True,0.057873857354069906,0.10368624018910311,0.08546712533708989,0.013405135213051672,3.8486142610036125
Persistence parameters,81,91.13150929263696,True,Social protection policy,Infrastructure investment,0.8022913994942212,True,0.03356260265421192,0.08188118660931915,0.02434057948525392,0.011247343195168652,3.667095553588845
Persistence parameters,82,94.20660993630302,True,Social protection policy,Infrastructure investment,0.8093203203451056,True,0.04387104942877911,0.09241100614458153,0.049311843907648645,0.011825822948496698,3.6940438061816665
Persistence parameters,83,97.4613942293432,True,Social protection policy,Infrastructure investment,0.79041278894531,True,0.04759391014252238,0.10665684192735869,0.03968607293253429,0.02023577063893532,4.396014916873695
Persistence parameters,84,92.62852832182145,True,Social protection policy,Social protection policy,0.7791368881886491,True,0.0400828511530269,0.06845196291330563,0.055290113019169196,0.016547903103119335,4.206329717090798
Persistence parameters,85,96.01303237912722,True,Social protection policy,Infrastructure investment,0.8063301997523834,True,0.04294745650349884,0.10057095458084664,0.03553595254835262,0.014209190633046681,4.012275456509879
Persistence parameters,86,92.44226072659964,True,Social protection policy,Infrastructure investment,0.7922495965581791,True,0.04187076015310298,0.07900208564771027,0.05270927579011542,0.014836299098034744,3.8944344917318747
Persistence parameters,87,88.08141221034036,True,Social protection policy,Infrastructure investment,0.8161946708267475,True,0.0360750962060303,0.07671804538654514,0.041125389571655846,0.008419401762905065,3.2385273151030014
Persistence parameters,88,92.70801510871553,True,Social protection policy,Social protection policy,0.8331722722155049,True,0.042259458045170666,0.08084020059527552,0.05976386495292907,0.00730403760989274,3.193572884206542
Persistence parameters,89,94.00765276290409,True,Social protection policy,Infrastructure investment,0.7909921811482261,True,0.040598509859553836,0.09086910823770378,0.03624597046493816,0.014979705805796481,4.096099924078429
Persistence parameters,90,92.09375439470656,True,Social protection policy,Social protection policy,0.7933267687573619,True,0.045812591340683224,0.07802828231865283,0.0695334833407878,0.012782304032950678,3.871512739293628
Persistence parameters,91,98.95700073471046,True,Social protection policy,Infrastructure investment,0.7725661636099992,True,0.05599000587816252,0.09221073317130435,0.0821443111235659,0.021609976278698567,4.81316506224666
Persistence parameters,92,98.19329927183477,True,Social protection policy,Social protection policy,0.8296746670194346,True,0.06629303445747654,0.092774810640745,0.12814677559964216,0.011104034360780758,3.6318393671552123
Persistence parameters,93,95.5311651176095,True,Social protection policy,Social protection policy,0.8001360899163502,True,0.05582783681913855,0.08560243237827259,0.09491194042112028,0.014883056067592035,4.012479682288976
