Sensitivity block,Draw,Objective value,Solver converged,Initial top policy,Cumulative top policy,Affordability-oriented cumulative effort share,All seven final shortfalls below initial,Final mean remaining shortfall,Final affordability mean shortfall,Final nutrition mean shortfall,Final environmental mean shortfall,Environmental policy cumulative effort
Policy costs,49,91.66747639532181,True,Social protection policy,Infrastructure investment,0.7795836349069203,True,0.032880735620368466,0.0689603614150055,0.042105243847914586,0.004016969408369556,4.777720890350959
Policy costs,50,102.39870619835476,True,Social protection policy,Infrastructure investment,0.7681265297733658,True,0.07397454135354495,0.15254810851903178,0.10177955579931752,0.004583230419058004,4.677813744096634
Policy costs,51,90.92668353751684,True,Social protection policy,Infrastructure investment,0.8261878820637882,True,0.03357053965476615,0.07582376525497836,0.028383787762635948,0.013289335774067199,3.617765499303776
Policy costs,52,98.83872932010779,True,Social protection policy,Infrastructure investment,0.8114406894312872,True,0.05342367274344823,0.09916857766054898,0.07604811613412898,0.011766160807390832,3.7665389704745884
Policy costs,53,83.42377067943178,True,Social protection policy,Infrastructure investment,0.8197151652568128,True,0.014842883511050687,0.034399480745955,0.007616786661389097,0.009933824881333306,3.959607330159237
Policy costs,54,85.4927310143203,True,Social protection policy,Infrastructure investment,0.8159636472656925,True,0.019294417816033544,0.04376855662996959,0.014251358254682489,0.00951054747146532,4.0069238421027915
Policy costs,55,98.97342099566522,True,Social protection policy,Social protection policy,0.7997538247820609,True,0.06353722998255883,0.15188315421179055,0.06111134053863476,0.009385810188530588,4.0209870494076
Policy costs,56,88.91090483926165,True,Social protection policy,Infrastructure investment,0.7766540633575869,True,0.028676312778825326,0.06720316146186955,0.029965303629995943,0.003198629634023148,4.940985870322592
Policy costs,57,95.32016599601269,True,Social protection policy,Social protection policy,0.8170487467985089,True,0.05936335285791334,0.16027088198756434,0.035144771493303084,0.012356081521829251,3.707824291229484
Policy costs,58,88.13143216972514,True,Social protection policy,Infrastructure investment,0.834514738157998,True,0.023356100660356156,0.04414221258103701,0.02270528676041028,0.014898852969799259,3.4698062227269513
Policy costs,59,91.47967230933085,True,Social protection policy,Infrastructure investment,0.8478547551765827,True,0.031874149243960946,0.061731880392178695,0.03030488308799817,0.019522758873686458,3.0844344144068256
Policy costs,60,98.07513224425641,True,Social protection policy,Infrastructure investment,0.8237952986744899,True,0.05356797508055918,0.11344061351863954,0.059431544229299416,0.014615755034018199,3.4952235344193667
Policy costs,61,96.78045122230465,True,Social protection policy,Infrastructure investment,0.8478421902121257,True,0.04669601834277708,0.09003515201225776,0.05251039835203142,0.020890513835430613,2.979185299845468
Policy costs,62,91.92429713626163,True,Social protection policy,Infrastructure investment,0.7796146502220035,True,0.03408982947849585,0.07300828194586073,0.042243254072146685,0.004062867156728045,4.7693829937770085
Policy costs,63,94.72860428915635,True,Social protection policy,Infrastructure investment,0.7997582750056573,True,0.04004822848747523,0.07772518481372914,0.054312868402805914,0.008130746489628235,4.169594461570725
Policy costs,64,90.81906786621826,True,Social protection policy,Infrastructure investment,0.8525569087093217,True,0.0334146885109208,0.07104137653590614,0.02522359847042599,0.020686434781890674,2.994697789144348
Policy costs,65,97.09662983523084,True,Infrastructure investment,Infrastructure investment,0.8435998876296427,True,0.044882341602556095,0.07202302437917762,0.06530851666653037,0.019756654563238316,3.0661883031138015
Policy costs,66,94.06888696886158,True,Social protection policy,Social protection policy,0.7800142674543955,True,0.05411745895780429,0.14574212449739798,0.03899386747492861,0.00467511437998841,4.662622163946701
Policy costs,67,102.7553284952912,True,Social protection policy,Infrastructure investment,0.7667330382029298,True,0.07601463438621561,0.1581229120755232,0.10344869973841941,0.004479608537812013,4.695564747445287
Policy costs,68,91.90571573351173,True,Social protection policy,Infrastructure investment,0.800589221428814,True,0.03807293134612006,0.09183213646745403,0.033727427011399747,0.00769569623256644,4.2240287698770125
Policy costs,69,87.60837270853392,True,Social protection policy,Infrastructure investment,0.8193932949132781,True,0.022022021201415342,0.043150441276465945,0.02302218814081869,0.010904444787669068,3.85522772163993
Policy costs,70,90.33463911011178,True,Social protection policy,Infrastructure investment,0.8372473780600806,True,0.03241843484520941,0.07263484168904755,0.024761250746519914,0.016068429522665476,3.3673395056895346
Policy costs,71,100.61141936417198,True,Social protection policy,Infrastructure investment,0.8075248089013426,True,0.06092690699536594,0.11534272271324442,0.08650367377106949,0.011397777999466868,3.8040174133235047
Policy costs,72,93.56480324695261,True,Social protection policy,Social protection policy,0.7980181711299946,True,0.051997748906833854,0.14077803062898397,0.033575443643913405,0.007638646901021104,4.231224921275964
Policy costs,73,93.89541797450178,True,Social protection policy,Social protection policy,0.7752529110039305,True,0.05132425886183693,0.13495589298569666,0.04074163844301815,0.003937374587714454,4.793899679465271
Policy costs,74,94.55566903127271,True,Social protection policy,Social protection policy,0.8485303300462324,True,0.05014296704319022,0.12149868908887163,0.03342838247639379,0.02057331308590036,3.0033102148844675
Policy costs,75,98.81090367453058,True,Social protection policy,Social protection policy,0.7854987457847429,True,0.06586443501844473,0.162572086369549,0.06132649240411492,0.006626943790892625,4.365242129699868
Policy costs,76,94.92610749370004,True,Social protection policy,Social protection policy,0.8138215772722435,True,0.05748648726662474,0.15505451375241808,0.03469324651283989,0.011454945167928596,3.7981444584238826
Policy costs,77,95.13831106923746,True,Infrastructure investment,Infrastructure investment,0.802865348851952,True,0.04021236652071385,0.07218840025814421,0.059673361675623204,0.008881520888731079,4.079293540743028
Policy costs,78,95.64240702516523,True,Social protection policy,Infrastructure investment,0.7775926291131602,True,0.047792215919593255,0.10613183805351567,0.05668285552184815,0.0044580621432125656,4.699675833271846
Policy costs,79,95.92123659652354,True,Social protection policy,Infrastructure investment,0.847872130705402,True,0.051239685465224234,0.11766096432444195,0.0408738832310418,0.02080405157280106,2.9857387234956176
Policy costs,80,91.2602432837008,True,Social protection policy,Infrastructure investment,0.7975099893142641,True,0.03326761417555806,0.07562826601783645,0.033854851737440295,0.006953531859176465,4.3209918523751005
Policy costs,81,96.02558437409998,True,Social protection policy,Social protection policy,0.8148403128805627,True,0.06055594920607989,0.1602110323120835,0.03964568824694448,0.012089101662251647,3.7341946622910966
Policy costs,82,94.7650740743156,True,Social protection policy,Infrastructure investment,0.8013425054596923,True,0.04522622918770477,0.10468851491576481,0.045093616132489744,0.008509671108712133,4.12340582920904
Policy costs,83,91.5542724123805,True,Social protection policy,Infrastructure investment,0.8298060066605909,True,0.03950496192650827,0.09776799371314548,0.02615550667330535,0.01434386635632813,3.51991622673379
Policy costs,84,95.01312642520028,True,Social protection policy,Social protection policy,0.8031010507964041,True,0.05882400457830661,0.16047941542497524,0.03628742174615851,0.009117178852939403,4.051866689001313
Policy costs,85,100.3155048041435,True,Social protection policy,Infrastructure investment,0.8382526382542622,True,0.06224058934824312,0.13096135994891667,0.0676415309477012,0.01923917182223306,3.106692336893959
Policy costs,86,96.89130697579297,True,Infrastructure investment,Infrastructure investment,0.8390088487657574,True,0.04370114614424595,0.06515867964931077,0.06938051154244651,0.01841482031310354,3.1723365972020816
Policy costs,87,91.26318400401925,True,Social protection policy,Infrastructure investment,0.8155081149334902,True,0.029972487450195935,0.05995593043429348,0.03414738037305609,0.010800395268336205,3.8661282214305093
Policy costs,88,95.77893933862404,True,Social protection policy,Infrastructure investment,0.8080696115381124,True,0.048524276021692514,0.11158306352100789,0.048030970325078304,0.01022093222983761,3.928197863006625
Policy costs,89,94.3979365262779,True,Social protection policy,Social protection policy,0.8124946078171833,True,0.04931013111751487,0.12368129566215214,0.03794111419849211,0.010963049050657828,3.8490468279844166
Policy costs,90,89.22098746429609,True,Infrastructure investment,Infrastructure investment,0.8101740542672787,True,0.02243744733006849,0.03419702454544249,0.0350555904355937,0.00927845067420352,4.033297105460555
Policy costs,91,98.4308656027788,True,Social protection policy,Infrastructure investment,0.8106064172524966,True,0.05445279052325014,0.11321835714683359,0.06589238704971834,0.011474022634823541,3.796193389154267
Policy costs,92,90.49132595294573,True,Infrastructure investment,Infrastructure investment,0.8402641921738141,True,0.027306151082125203,0.0485243380442999,0.029925332521535286,0.017121858221603024,3.2781831483855597
Policy costs,93,98.46512916498273,True,Social protection policy,Infrastructure investment,0.8141617633971778,True,0.0558228207834157,0.120562906592102,0.06246904739863157,0.012347918751221376,3.7085963658007453
Policy costs,94,86.78934434752256,True,Social protection policy,Infrastructure investment,0.7840041987318255,True,0.022227466675269338,0.050198407701650294,0.023725554019647377,0.0038721716421450114,4.8059464481330565
Policy costs,95,92.91406265146347,True,Infrastructure investment,Infrastructure investment,0.837985243796302,True,0.031339248309545126,0.04362844168499147,0.04892221910507333,0.017136708293343142,3.276901671629078
Policy costs,96,86.56301935513397,True,Infrastructure investment,Infrastructure investment,0.7781198790724487,True,0.019032737518310975,0.03594881899659885,0.027517518849391243,0.003148243468098319,4.951046708556223
Policy costs,97,92.69046419142121,True,Social protection policy,Infrastructure investment,0.818131771736177,True,0.033382765031974196,0.06461253269858391,0.04047748819217667,0.011749656721149096,3.7681929763802717
Policy costs,98,95.1083257155375,True,Social protection policy,Social protection policy,0.7849570103184673,True,0.05336976237313978,0.1357825582698008,0.04535713552227749,0.005654474513910934,4.50612985031953
Policy costs,99,90.35332052125352,True,Social protection policy,Infrastructure investment,0.8229073334162453,True,0.033816076406664744,0.08093375541555115,0.025160478722226487,0.012262033285548979,3.7170516152831126
Policy costs,100,88.97865660592386,True,Social protection policy,Infrastructure investment,0.8369149717157418,True,0.024853698117412424,0.045673154675167305,0.025523999863376612,0.015790788872399562,3.3913030378961984
Initial conditions,1,122.05327256732585,True,Infrastructure investment,Infrastructure investment,0.8112455236487549,True,0.05596442670292713,0.12486055245583627,0.057366117203582756,0.013648823800825938,4.13626717005721
Initial conditions,2,110.83717417095038,True,Social protection policy,Infrastructure investment,0.8543625963186079,True,0.055286920804743934,0.12484553276784405,0.0579941417258556,0.010664548322904109,3.238629066658239
Initial conditions,3,80.91995310579213,True,Social protection policy,Social protection policy,0.8219612224964365,True,0.038036639258500475,0.07691454836695821,0.04579538688647555,0.01041830215131788,3.1589360832468505
Initial conditions,4,113.60857140950986,True,Social protection policy,Infrastructure investment,0.8380851136739192,True,0.051891594533982656,0.11448826820314872,0.05526772118301482,0.01186459148277575,3.6009329673281654
Initial conditions,5,106.69374690250925,True,Social protection policy,Infrastructure investment,0.836911911045181,True,0.05139086206461189,0.11301535864616785,0.055035967983206424,0.011816690596767307,3.6038904275041137
Initial conditions,6,100.12376503071813,True,Social protection policy,Social protection policy,0.834448150968439,True,0.045112292736822525,0.09657268832460553,0.0500325661165264,0.011287770137746886,3.4205501768759023
Initial conditions,7,107.48701554901241,True,Social protection policy,Infrastructure investment,0.8199962542075726,True,0.05082095115672921,0.10971713638217584,0.05554321305996912,0.012612979606407282,3.837624666692947
Initial conditions,8,92.47832720392162,True,Social protection policy,Social protection policy,0.7776689613016912,True,0.040116796227950606,0.0826055388254398,0.044187565409537055,0.013615682562850256,4.149592632585232
Initial conditions,9,113.85679455275414,True,Social protection policy,Social protection policy,0.7813337884588069,True,0.04571946794941157,0.09564949302722803,0.049146527861735345,0.015222116933977126,4.626625192674501
Initial conditions,10,79.55684380327615,True,Social protection policy,Infrastructure investment,0.8252811942428736,True,0.0444339178984569,0.09686695007826229,0.04774155048743467,0.010910212078902193,3.289875157950615
Initial conditions,11,75.17414187270151,True,Social protection policy,Infrastructure investment,0.7581560843776938,True,0.0348900785626196,0.07047476796685875,0.03874941447988128,0.01289109252242858,3.922387921726816
Initial conditions,12,94.86010756883543,True,Social protection policy,Social protection policy,0.7969759073869318,True,0.03995968758627648,0.08213241380892772,0.04454840054030318,0.013178092202736774,3.988491191716155
Initial conditions,13,85.41132521850938,True,Social protection policy,Social protection policy,0.7857251404175265,True,0.03784685613232754,0.07690623873321267,0.04263710614992633,0.012920651580007408,3.913170404989266
Initial conditions,14,88.0574052995027,True,Social protection policy,Infrastructure investment,0.8231702486826667,True,0.046356613255964206,0.10245829808255102,0.04885065073947148,0.010939197573852234,3.3140231253614854
Initial conditions,15,91.2531098048454,True,Social protection policy,Social protection policy,0.7668478896335155,True,0.04116542053137625,0.083153381520369,0.04649101301689729,0.014434577322550601,4.390529018094541
Initial conditions,16,90.11114961093305,True,Social protection policy,Social protection policy,0.8390792479964428,True,0.04217777788062895,0.08752398788569105,0.05003804402044709,0.010060190676063209,3.0595745139789474
Initial conditions,17,74.53894373013907,True,Social protection policy,Social protection policy,0.8134321831774571,True,0.03613063638830873,0.07588250454455542,0.03957799404323559,0.010996728771289578,3.31715098713192
Initial conditions,18,77.13621552944704,True,Social protection policy,Infrastructure investment,0.8528359914638526,True,0.04205453372883454,0.09250076058189027,0.04587035337079148,0.008819754098239117,2.675821491632697
Initial conditions,19,112.06057173097042,True,Social protection policy,Infrastructure investment,0.8473487836350613,True,0.05390537397584635,0.12437780502660734,0.052726277902212626,0.011564725986642252,3.508917962783354
Initial conditions,20,95.81307861592559,True,Social protection policy,Infrastructure investment,0.8388840781146844,True,0.04582286892087822,0.10095041593086718,0.04862328691977713,0.010806338372429461,3.261005554680773
Initial conditions,21,102.09971763101636,True,Infrastructure investment,Infrastructure investment,0.8266226994594079,True,0.05372661058348839,0.12195880160301964,0.05390306346976037,0.01218127196942935,3.6844541977149756
Initial conditions,22,88.02472387621657,True,Social protection policy,Infrastructure investment,0.8517638644586133,True,0.048784439669685646,0.10722513491640617,0.053957854642094794,0.009562549285398798,2.890777374326566
Initial conditions,23,111.03981779075922,True,Social protection policy,Social protection policy,0.8132008724501202,True,0.04559276503813483,0.09687879059904148,0.049698131205267226,0.01299775582916321,3.963698041530631
Initial conditions,24,98.85417077659756,True,Social protection policy,Infrastructure investment,0.8039553200762884,True,0.04663505935326582,0.10243874205754278,0.04728445438765183,0.01349951129123575,4.100331050402316
Initial conditions,25,103.46524982051062,True,Social protection policy,Social protection policy,0.8075255243835219,True,0.04118147026006967,0.08425874449831022,0.0468341702082844,0.013042231203649224,3.9551263635770435
Initial conditions,26,86.40003662011868,True,Social protection policy,Social protection policy,0.7643779175414991,True,0.035233864784730014,0.07179554893049467,0.03702891595431779,0.014494061861742596,4.407909584690661
Initial conditions,27,82.73556299344952,True,Social protection policy,Social protection policy,0.7673786497616703,True,0.03601378913820584,0.06973501600170406,0.043334215988612645,0.012979029993403737,3.961932434213489
Initial conditions,28,110.98792575686511,True,Infrastructure investment,Infrastructure investment,0.8001382775442138,True,0.05449111215310165,0.11855646081259985,0.058288373450417263,0.013874058272838663,4.217949350485663
Initial conditions,29,75.05765121154488,True,Social protection policy,Social protection policy,0.831672383431316,True,0.03791071659150077,0.08050294641823558,0.04187586187239423,0.010308699779622885,3.1044137445421778
Initial conditions,30,118.8942185597186,True,Social protection policy,Infrastructure investment,0.812890434076305,True,0.053416800451742984,0.11974886892185588,0.053348462693098675,0.013861469966145887,4.226584692208549
Initial conditions,31,123.4754186657022,True,Infrastructure investment,Infrastructure investment,0.8110230428550287,True,0.05842091630948553,0.12877273671602785,0.06191047262581273,0.013789997741358778,4.187012217602691
Initial conditions,32,97.82010158089267,True,Social protection policy,Infrastructure investment,0.8533211675711888,True,0.049086621172950325,0.11046231410065377,0.050914370975412515,0.01042648902925987,3.1592897087344753
Initial conditions,33,119.87587227413039,True,Infrastructure investment,Infrastructure investment,0.8191223619140239,True,0.057345560023816584,0.1281157073721504,0.05938880724126172,0.013204945469945953,3.997570732946016
Initial conditions,34,101.566857153523,True,Social protection policy,Social protection policy,0.8289416496427506,True,0.04605129356487048,0.09929809547157287,0.0498556902823486,0.012025741723125219,3.6437986616362332
Initial conditions,35,117.01586852012876,True,Social protection policy,Infrastructure investment,0.7942377891817036,True,0.05165942049372233,0.11515684070010368,0.05035963172768598,0.015291499300238487,4.6427990131716905
Initial conditions,36,96.35748119595254,True,Social protection policy,Social protection policy,0.8338071448409424,True,0.04275692860332771,0.09212744405839757,0.04644934306485382,0.0110724629883956,3.365956437335845
Initial conditions,37,109.87653191421177,True,Social protection policy,Infrastructure investment,0.8147336783000239,True,0.048297223771584456,0.10656569293453433,0.04894101661470118,0.013533573651310069,4.102701871152273
Initial conditions,38,75.0346121319031,True,Social protection policy,Infrastructure investment,0.8113024272966929,True,0.042244382353138765,0.08900194099695219,0.04810663213326427,0.010746765105769211,3.2373078559825093
Initial conditions,39,105.28832634690298,True,Social protection policy,Social protection policy,0.844613626890767,True,0.04863354396200766,0.10678460733145068,0.05224153979478674,0.011191256740789413,3.389367572116586
Initial conditions,40,89.69802678702318,True,Social protection policy,Social protection policy,0.7910229951557327,True,0.03744912632720211,0.07617727201524604,0.041894214183011314,0.01300045594695004,3.932603181210325
Initial conditions,41,112.56305832856967,True,Infrastructure investment,Infrastructure investment,0.8324630995711819,True,0.05976264323686635,0.1355330771499429,0.061618199230750625,0.0120179749483387,3.656180990619363
Initial conditions,42,136.32206509840466,True,Social protection policy,Infrastructure investment,0.8229254168209169,True,0.05575906795223219,0.12492593035961319,0.055874794031861796,0.014356013441337676,4.367519212541038
Initial conditions,43,87.1475676544853,True,Social protection policy,Infrastructure investment,0.8547984081675926,True,0.049881611268562186,0.11409400110288748,0.050860622200936456,0.009631016136143727,2.909456998379395
Initial conditions,44,111.61517973114822,True,Social protection policy,Infrastructure investment,0.8415684055112751,True,0.05640150428454146,0.1273084664382117,0.05857235313984477,0.01152444541783866,3.512095865437557
Initial conditions,45,113.77376877391724,True,Social protection policy,Infrastructure investment,0.7983831088307279,True,0.05134633491495793,0.11155879403130686,0.05338373617719583,0.014769641993850072,4.482397623520729
Initial conditions,46,73.76387590907271,True,Social protection policy,Social protection policy,0.8228786157265922,True,0.037982066025258755,0.07767365391295344,0.04499729442661471,0.010266282748837487,3.0972285738898875
Initial conditions,47,128.53577916239695,True,Social protection policy,Infrastructure investment,0.8269339353632535,True,0.055754377241896136,0.12387585039900473,0.057955429093963895,0.013309040853667867,4.044372294107285
Initial conditions,48,95.67748757260388,True,Social protection policy,Infrastructure investment,0.8213553797354136,True,0.048962312998250934,0.10743285265292157,0.05180530560033858,0.01212993724061813,3.6696658942049982
Initial conditions,49,79.02716110638406,True,Social protection policy,Social protection policy,0.8334650282052986,True,0.03581271436993729,0.0723270034659384,0.04313228874966235,0.009885208079179787,2.9930227140590047
Initial conditions,50,116.4490574001639,True,Social protection policy,Infrastructure investment,0.8455786962412439,True,0.05399029139907841,0.11936565379009223,0.05835650550876503,0.011243860597917182,3.4255007670328963
Initial conditions,51,88.80090708599417,True,Social protection policy,Social protection policy,0.8305134392995678,True,0.043433003919867784,0.09115883035672467,0.04999451183517223,0.010862171527640366,3.294392356697506
Initial conditions,52,104.78712774365641,True,Social protection policy,Infrastructure investment,0.8595261368382427,True,0.05520564828234779,0.12742077984015254,0.055732337914695895,0.0100666512333688,3.0306414316774397
Initial conditions,53,94.05385135300823,True,Social protection policy,Infrastructure investment,0.8375335734483366,True,0.04520400201740309,0.09720279443106228,0.05068391788696014,0.010327294742888418,3.1440113909814986
Initial conditions,54,127.00005039826843,True,Social protection policy,Infrastructure investment,0.8491410096316733,True,0.05842197701690199,0.13275874527250942,0.060260778951466976,0.011457395335180559,3.4889373195718867
Initial conditions,55,105.41987373539622,True,Infrastructure investment,Infrastructure investment,0.8041578703858105,True,0.05270310561349073,0.11666272695040758,0.05444495874403932,0.013353183952770659,4.069845384415167
Initial conditions,56,73.71674588190083,True,Social protection policy,Infrastructure investment,0.8266182377015007,True,0.04121135196900067,0.08933452533033875,0.04464470716708613,0.010260499394077464,3.0985427800044816
Initial conditions,57,107.33879260937718,True,Social protection policy,Infrastructure investment,0.8548237738209695,True,0.05122543502633402,0.11633733625719711,0.05259685327696384,0.010354833058008092,3.1518567166114813
Initial conditions,58,85.19427087633431,True,Social protection policy,Social protection policy,0.8420318619573941,True,0.041426891848352854,0.0893645843723394,0.04553541512481385,0.010094121972081732,3.037165580026605
Initial conditions,59,87.9440530256769,True,Social protection policy,Infrastructure investment,0.8139686594503678,True,0.043775298192551604,0.09346315548821149,0.04806370466072729,0.011686683524991831,3.548689733551321
Initial conditions,60,102.48489146288088,True,Social protection policy,Social protection policy,0.7887792205691653,True,0.04543865804899475,0.09471045080132134,0.05009266440635696,0.014232187963803322,4.341112979025163
Initial conditions,61,104.61141610299697,True,Social protection policy,Infrastructure investment,0.7722025484072642,True,0.04373621015257144,0.09333006585050863,0.04432593106991889,0.015420738613572502,4.6813777296889105
Initial conditions,62,76.23528699804399,True,Social protection policy,Social protection policy,0.7865750675246094,True,0.037251170408545184,0.07748902714967515,0.04029636833019312,0.01259370095003988,3.8227175089513636
Initial conditions,63,98.1572082323614,True,Social protection policy,Infrastructure investment,0.8112683761403681,True,0.050184670851441016,0.1092243687800789,0.053996907107382475,0.012425072092582173,3.7839033456301414
Initial conditions,64,113.21559907968086,True,Social protection policy,Social protection policy,0.823824922136703,True,0.04880419129742331,0.10458063056634526,0.05342201831641691,0.01281202065821943,3.900114382819071
Initial conditions,65,99.2205496664507,True,Social protection policy,Social protection policy,0.8444082381639426,True,0.0455336603820125,0.09909724016388988,0.04956050477390084,0.010710066399253051,3.246680346426262
Initial conditions,66,97.24753843353668,True,Social protection policy,Infrastructure investment,0.7625430740302354,True,0.042357094359017876,0.088550898652351,0.04503087029170716,0.014668061312504435,4.467082188826339
Initial conditions,67,90.48535664887552,True,Social protection policy,Social protection policy,0.8549295982534222,True,0.04170546779309264,0.09065108992634674,0.04602315295712267,0.009294894392354848,2.817656255757749
Initial conditions,68,98.85038248945705,True,Social protection policy,Social protection policy,0.7948017777471488,True,0.04420152241330794,0.09196791242100621,0.04885827019746247,0.013879145828109118,4.220166296052371
Initial conditions,69,104.0625178222074,True,Social protection policy,Social protection policy,0.8466251961134501,True,0.04674176722504605,0.10231720442695236,0.05049962156284893,0.010779359297859906,3.279986321470766
Initial conditions,70,116.67194446491877,True,Social protection policy,Infrastructure investment,0.8103059053810105,True,0.050265338613235004,0.10990098076215882,0.05213420148773684,0.013893502896426851,4.215511999500291
Initial conditions,71,102.57642577602178,True,Social protection policy,Infrastructure investment,0.8001909179019104,True,0.05186480883934549,0.11456436274277348,0.05327237839615284,0.013690089798782876,4.169837743619643
Initial conditions,72,136.5326828120049,True,Social protection policy,Infrastructure investment,0.8162551178171048,True,0.05885502226771341,0.13172870787519397,0.05944261000170248,0.014821260060100497,4.50765118707927
Initial conditions,73,115.68121030386149,True,Social protection policy,Social protection policy,0.819328522476702,True,0.04868088070889452,0.1029049627710742,0.05442137437956729,0.013056745330489353,3.9554291159081494
Initial conditions,74,79.08834532676562,True,Social protection policy,Infrastructure investment,0.831848355258351,True,0.041987574342319436,0.08953328910302416,0.047746299082257804,0.00967692201283607,2.9414890292630624
Initial conditions,75,78.22402947667517,True,Social protection policy,Infrastructure investment,0.7726004925008286,True,0.041452447196257,0.08943805741799632,0.04214088653225567,0.013504621236647502,4.09089572525422
Initial conditions,76,86.23353235680761,True,Social protection policy,Infrastructure investment,0.843567168973963,True,0.05014301332839799,0.11237861886938061,0.05312460559401755,0.009997322185994806,3.024843503253515
Initial conditions,77,101.5506538851346,True,Social protection policy,Infrastructure investment,0.8654996520400813,True,0.05117765732447612,0.11759386076598,0.051817466173004756,0.009710473696681689,2.9347579527512644
Initial conditions,78,89.18433079878625,True,Infrastructure investment,Infrastructure investment,0.8355184136562088,True,0.05142258959218856,0.11551759711598342,0.053728067257489354,0.010733399199187192,3.2399114307977794
Initial conditions,79,81.08551425687617,True,Social protection policy,Social protection policy,0.8109856537603232,True,0.034516482639877125,0.06965704072827611,0.0400266030237002,0.011124045487593638,3.3862363532860082
Initial conditions,80,66.85820319103064,True,Social protection policy,Infrastructure investment,0.8405449247146058,True,0.04144022824237102,0.0918863019028458,0.0442688099953909,0.00888568695006188,2.6921565922602078
Initial conditions,81,124.84149476657825,True,Social protection policy,Infrastructure investment,0.8439724430286741,True,0.05614806490262425,0.124647815716175,0.05988819873754736,0.011982212705462507,3.6277313367612654
Initial conditions,82,89.69270405967964,True,Social protection policy,Social protection policy,0.7619856738896492,True,0.039775057990973715,0.07917909750673818,0.045770616051769575,0.014262989409900256,4.3296222934039745
Initial conditions,83,89.07582110684163,True,Social protection policy,Social protection policy,0.8301969306602413,True,0.04276113295346316,0.09205085681836866,0.046719672638721454,0.01089343588003095,3.300120466696847
Initial conditions,84,94.23093469917133,True,Social protection policy,Social protection policy,0.7901779609960873,True,0.04101947375073996,0.08384171330320528,0.04660303069216698,0.013123414132217598,4.003434668969605
Initial conditions,85,109.66119309238144,True,Social protection policy,Infrastructure investment,0.8626699309302166,True,0.05369265469051943,0.11970044048005146,0.058208029717974785,0.010015821218791778,3.0168439488338508
Initial conditions,86,89.88266172237228,True,Social protection policy,Infrastructure investment,0.8295409940726846,True,0.04909515229131358,0.10846948871589857,0.05251065820261991,0.010852886101079068,3.2760265904086525
Initial conditions,87,121.69654268270479,True,Social protection policy,Infrastructure investment,0.8281859769873676,True,0.05540053641089019,0.12461187762643144,0.05604466788324136,0.013245331928442863,4.044650136035036
Initial conditions,88,121.13793879329054,True,Social protection policy,Infrastructure investment,0.8184157803039791,True,0.05278280349300373,0.11569495319220513,0.05522087046437807,0.013823988568929843,4.192283350874699
Initial conditions,89,111.69470666361858,True,Social protection policy,Infrastructure investment,0.8700860770984987,True,0.0568375079554761,0.13355676303059816,0.05543452525019932,0.009939989563368896,2.9957567188092793
Initial conditions,90,103.53564189910274,True,Social protection policy,Infrastructure investment,0.8509478507499717,True,0.05166591140374689,0.11578388073187784,0.05409706819779858,0.010949740983437699,3.301381386078946
Initial conditions,91,113.92044196368437,True,Social protection policy,Social protection policy,0.7985877900660121,True,0.04643603421182842,0.09690239140087298,0.051453739773778207,0.014169988566748296,4.300520283987703
Initial conditions,92,63.600704440479774,True,Social protection policy,Infrastructure investment,0.7958200454582744,True,0.03862387342563205,0.08181620276647528,0.04240378511955284,0.010963569103684054,3.309367850305765
Initial conditions,93,86.32825928890226,True,Social protection policy,Infrastructure investment,0.8544025936312325,True,0.04922057011604392,0.11129871000948155,0.051606997615078365,0.009366287781593832,2.8352949343464404
Initial conditions,94,85.95966219723198,True,Social protection policy,Social protection policy,0.8340357100292843,True,0.03956936695394675,0.08132330167911228,0.04655250864579863,0.010616974013902727,3.210098527890424
Initial conditions,95,77.88550785143113,True,Social protection policy,Infrastructure investment,0.7554190926970819,True,0.03625745975185709,0.07317629755892069,0.04039933056485434,0.01332548100772478,4.050603944147362
Initial conditions,96,90.94097479445023,True,Social protection policy,Social protection policy,0.8298031767779889,True,0.04474713733127228,0.10004495421002713,0.04512755456214157,0.011442471887284283,3.476075626217552
Initial conditions,97,76.13597098716653,True,Social protection policy,Social protection policy,0.8029584110318638,True,0.03471498355858032,0.07116739751354739,0.03888075297218241,0.011454291969301311,3.4616114963207885
Initial conditions,98,81.89319385718757,True,Social protection policy,Social protection policy,0.7464196052224813,True,0.0362277492981099,0.07068006027817492,0.04178455478632881,0.01433250747888093,4.367172959419593
Initial conditions,99,58.91033438157696,True,Social protection policy,Infrastructure investment,0.8297401516476038,True,0.03722905475501887,0.0801272884417214,0.041166195774215986,0.009008207426628681,2.7280237865027144
Initial conditions,100,128.34027603272298,True,Social protection policy,Infrastructure investment,0.8455149634645196,True,0.0587452786844496,0.13199902342602066,0.06131229733678378,0.012297154632769161,3.746563736340032
